id	document	label
1865	국민 팔 이권 관심 있다 정치 재벌 언론 기득권 헬 조선 만들어야 부자 애낳기 사회 붕괴 부메랑 돌아가 어이없 현실 하위 선제 피해 입 대한민국 호가 위험 기득 사는게 낙하산 메 뛰 일반인 깨 위로 합리 먹고살기 방치	1865
1866	출산 혼자 젊은세대 사람 살아가 고통 사회 문제 사는게 결혼 자식 애낳기 불행 삶 사는게 같은 삶 각자 자식 나 삶 행복 삶 외 언론 많이 사회 만큼 콧대 높은 허영심 같은 눈 높은 경우 혼자 삶 추구 분 있다 같은 이세상 사람 고통 행복 사는게 좋은 가족 도요	1866
1867	저출산 집 폭등 있다 자 사고 해결 자 사회 공헌 기부 세금 서민 집 우울 해결 언론 딴소리 정확 진단	1867
1868	만세 남녀갈등 주장 언론 쓰래 기 덕분 지금 한국 만들어야 우울 밥그릇 만들어야 현상 비교 탓 돌리	1868
1869	재벌 퍼 가져가 나머지 프로 등급 서민 싸우 나라 윗대 가리 처먹 공통점 있다 나라 선봉장 썩 언론 있다 나라	1869
1870	애낳기 이유 젊은세대 희망 주지 정치권력 눈 멀 좌절감 미래 불안감 조성 남녀갈등 편가르 남녀갈등 증오 언론 정치인 때문에 수신료 받는 쳐먹 언론 최소한 양심 중립 지키 부패 권력 비호 외면 권력 입맛 소리 언론 없다 정도 만행 애낳기 애낳기 관심 없다 권력 비교 똥 빨 나중 자리 있다 기회 오 에이	1870
1871	슈카 방송 슈카 방송 다음 날 방송 내용 언론 언론 본질 일 언론 사회 환기 시키 분야 있다 본질 뽑아내 사회 이슈 시키 이제 반대 유튜브 개인 환기 시키 언론 나서 한국 본질 언론 존재 울음 소리 사회 순간 만들어야 누적 결과물 교육비 근본 교육비 개혁 외치 기능 정시 프로 수시 프로 외치 학교 들어가 교육비 시절 보내 나오 성숙 민주주의자 대부분 잠재 파시스트 내재 굴욕감 좌절감 패배감 내면 교육비 시절 졸업 승자 패자 대학 록비 비싸 경제 평등 교육비 목숨걸 자식 교육비 부모 젊은세대 은퇴 준비 부잣집 똑같 시간 효율 극대 확률 운 존재 가난 집 똑같 시간 효율 극대 확률 대학 들어가 대학생 전공 공부 본질 대학 탐구 사유 그렇 세계 학업 열의 있다 시간 투자 같은 세계 학문 노벨상 받는 욕 중국 일본 학문 노벨 있다 정도 언급 교육비 문제 있다 생각 문제 대학생 부채자 학자금 생활비 부채 바 시간 공부 그러 길 못정 경험 외부 사회 관습 억압 받는 니체 낙타 같은 삶 사회 원 사회 고통 헬 조선 조선 이야기 농담 진담 나오 국가 탈 붙이 국가 조선 끌 생각 드 이러 출산 떨어지 대한민국 통찰 공론화 성찰 장 듬 겉 이름 날리 토론 문화 공론 장 그러 발등 불 붙 상황 드 출산 문제 이슈 출산 오 같은 출산 젊은세대 이후 학교 우열반 있다 정도 비교 배우 젊은세대 돈벌기 애낳기 애낳기 나라 기업 셈 많이 물려받 기업 있다 대한민국 본질 경제 사회 이끌 사람 물려받 자체 비판 대한민국 상부 구조 하부 구조 마르크스 상부 하부 구조 최상위 비교 애낳기 낙타 사는게 사자 사는게 사회 이데아 강하 니체 인용 마지막 생각 대한민국 외부 위험 미 중간 갈등 기후 위기 북한 문제 상승 내	1871
1872	사는게 사는게 남녀갈등 정치 심리 불안감 치열 때문에 언론	1872
1873	언론 몫 척	1873
1874	한국 언론 기분 나쁘 인구 감소 저출산 문제 원인 타령 길가 젊은세대 사람 붙잡 정치 언론 당리당략 권력 눈치보 만 사람	1874
1875	나라 저출산 고령 대책 예산 조 약 조 세계 저출산 국 해 에이즈 감염자 웃돌 누적 감염자 남자 여자 감염자 해 항바이러스제 복용 에이즈 감염자 치료비 해 육박 전체 비용 건강 보험 공단 국비 지방비 부담 치료비 별도 에이즈 성병 예방 예산 올해 책정 에이즈 치료비 별도 예방 비용 이상 비교 와중 언론 민주당 동성애 확산 법인 차별 금지법 통과 노력 저출산 해결 열정 가지 성병 바이러스 처치 돈벌기 바치 고통 일 국민 있다 최소한 비용 줄이 노력 국회 일	1875
1876	뉴스 유튜브 나라 비교 나라 실태 취재 원인 해결 법 사회 구성원 고민 만드 언론 몫	1876
1877	시민 의식 어쩌 공격 독신 생활 죽다 존중 결국 언론 돈벌기	1877
1878	멸망 소용돌이 즐겁 대한민국 출산율 해결책 해결 주요 언론 기득 때문에 망하 말든	1878
1879	먹고살기 사는게 기업 언론 합작 임금 물가 따라잡 만드 지금 귀족 노조 만들어야 개돼지 길들이	1879
1880	이유 있다 한국 추가 언론 정치 합작 남녀갈등 갈등 직간접 출산 영향	1880
1881	장담 언론 정부 출산율 결혼 포커스 잡 헛물 켜 소리야 썸 네일 제목 출산 있다 프로 헛소리 지껄이	1881
1882	후반 얘비 훈련 고자 당시 에비 병역의무 훈련 고자 사람 산아 제한 막 애낳기 악마 공무원 시험 아파트 당첨 점 생각 나라 국민 짓 언론 거리 포스트 산아 제한 뜨 산아 제한 공익 광고	1882
1883		1883
1884		1884
1885		1885
1886	인구수 국가 경제력 개발 상국 유교문화 적정 인구수 조절 경제 환경 복지 교육비 집 실업 사회 문제 해결 정치 언론 수준 상위 끌	1886
1887	근본 원인 정서 문제 생각 안 전체주의 사고방식 비교 비교 의식 여자 인권 신장 가정 화목 교육비 부족 개인주의 근본 문제 사회 시스템 다음 문제 문제 원인 비교 문제 없다 사회 시스템 문제 이야기 문제 해결 전체주의 비교 비교 의식 원인 생각 서양 발전 서양 출산 높은 이유 생각 수도권집중 수도권집중 저층 빌라 아파트 있다 남자 여자 결혼 있다 돈벌기 신축 아파트 들어가 원하 비교 비교 의식 있다 전체주의 사고 있다 생각 사회 초년생 신혼 부부 신축 아파트 신형 차 타 다니 현실 이상 점 지적 집값 비싸 투덜대 비교 상황 최선 키우기 비교 좋은 가정 이루 남과 비교 때문에 문제 사회 시스템 문제 이야기 서양 사회 시스템 부족 근본 문제 정서 때문에 과거 부모 젊은세대 단칸방 신혼집 차리 사는게 그때 계층 사회 구조 존재 그때 지금 비교 비교 생각 이유 인터넷 미디어 일수 있다 여자 인권 신장 여자 인권 세계 올라가 추세 선진국 대부분 과거 출산 없다 현실 대신 아시아 여자 출산 생물학 불리 있다 저출산 영향 생각 더불 여자 개인 성향 없다 현상 넘어가 가정 화목 교육비 부족 가정 화목 교육비 부족 교육비 시절 삶 교육비 국영 집주 교육비 중요 교육비 셈 서양 교육비 학습 위주 교육비 가정 안 교육비 그렇 인주 여자 인권 없다 세계 추세 대안 저출산 고통 전체주의 사고 비교 비교 의식 만들어야 결과 생각 행복 사회 시스템 서양인 퇴근 옆집 친구 바베큐 구어 먹고살기 취미 생활 행복 옆집 친구 비교 사는게 세상 사는게 비교 사는게 생각 사는게 서로 개성 존중 성공 사람 패배자 비교 똑같 자 놈 취급 눈치보 바쁘 비교 행복 비교 비교 때문에 서로 서로 고통 만들어야 사는게 뿌리	1887
1888	부모 동성 결혼 동거 사이 자녀 원 언론 정치 시민 단체 지속 결혼 사람 사이 자녀 애낳기 분위기 조성 현대 유럽 풍토 옳 자녀 정상 부모 가정 환경 권리 욕구 있다 외국인 인구 늘리 맞벌이 가정 자녀 늘리 헛소리	1888
1889	핵심 나라 국가 정치 개판 언론 개판 재벌 위주 행정 정치 기득 위주 언론 보도 경제 등등 헛소리 오지 편파 방송 책 양아치 사법부 판결 덤 중소기업 기술 법원 판결 가격 치 후 뽑 돼지 인증 기 레기 동조	1889
1890	핑계 핑계 다대 않 애낳기 정부 쏟아부 돈벌기 인식 변화 개선 않 부정 출산 언론 보내 금하 인식 언론 조장 저출산 인식 부정 지원 바 상태 여자 않 애낳기 언론 출산 부추기 긍정 내용 내보내 까 부정 내용 사람 인식 저출산 언론 역활	1890
1891	출산 원인 집값 치부 인식 조장 언론 문제 언론 저출산 이제 마찬가지 일본 빈집 남아도 출산 예기 집값 핑계 남녀갈등 갈등 언론 조장 지경 부정 없다 전업주부 많이 그때 월세 전세 사는게 애낳기 사는게	1891
1892	유교문화 나라 그렇 자본 양심 없다 개 관료 정치 언론 자본 빨 국민 거부 젊은세대 자식 애낳기 생각 없다	1892
1893	출산 국가 사라지 호들갑 출산 미래 대한민국 멸망 위기 언론 멸망 만 국가 멸망 고려 조선 국가 평생 지속 명분 법 만 망하 국가	1893
1894	정치 분 정부 탓 정부 언론 탓 돌리 없애 노력 결국 언론 플레이 입막음 돼지 국민 탓 돌리 대한민국 나라 혜택 결혼 청년 탓 정치 분 자식 해외 국적 정도 보험 가버리	1894
1895	출산 떨어지 경제 이유 있다 혼인 혼인 떨어지 경제 나발 이유 남자 여자 이유 현상 한국 일본 중국 포함 동양 나라 일어나 현상 사는게 고통 마초 남자 결혼 뒷일 생각 애낳기 허리띠 졸라매 사는게 마초 거리 남자 잃 남자 결혼 연애 경우 대부분 새 커뮤니티 평생 결혼 연애 자조 소리 꺼내 젊은세대 유저 많이 비교 경제 유교문화 없다 소리 원인 복합 이유 있다 남자 과거 아버지 젊은세대 남자 상당수 때문에 남자 구애 예전 남녀갈등 관계 있다 수동 대부분 여자 남자 잃 남자 비교 짝 잃 혼인 떨어지 출산율 떨어지 그러 나라 기 비교 정책 결국 곳 삽질 개선 악화 출산 반등 남자 남자 되찾 포인트 잡 정책 남자 원인 짚 치열 발전 온라인 게임 산업 기존 남자 거리 아이돌 산업 추가 남자 버리 강요 남녀갈등 있다 원인 때문에 결과 벌어지 위 이유 외 수많 원인 복합 얽히 섥히 이렇 집값 잡 실업 잡 위 해결 차도 없다 부분 언론 체크 외면	1895
1896	집값 이유 헛소리 언론 박원순 서울특별시 퀴어 축제 바라 소멸	1896
1897	잘리 있다 회사 있다 놓 자리 잡 사는게 버티 인생 어쩌 결혼 놓 손가락 빨 출산 문제 해결 언론 원인 해결 법 이상 소리 당장 가정 꾸리 만 정규직 계약직 재취업 쉽 일자리 문제 쏙 사교육비 독박육아 육아 존재 개념 없다 남녀갈등 갈등 오 해결 리 있다	1897
1898	전쟁 환경 남녀갈등 이용 언론 매체 때문에 억지 워 딩 청소년 피해망상증 확신 남자 역차 남녀갈등 더럽 마음 부추기 여자 보상 사상 정치 언론 만들어야 가식 패러다임 문제	1898
1899	정은 제거 북진 통일 답없다 없다 정치인 재산 폭 증 언론 떡고물 먹고살기 보도 썩 도려내 플	1899
1900	한중일 엮 나라 노 답없다 수준 중국 미국 같은 일본 독일 영국 차이 없다 언론 엮 한국 문제 식 선동	1900
1901	탓 사회 기득 세력 본인 이익 굴리 부익부 빈익빈 양극 심각 바닥 노동자 바닥 서민 일자리 부족 사태 임금 일당 받는 현실 언론 떠드 방송 벌이	1901
1902	분석 입맛 코노 미스트 분석 뒤 입맛 사견 왜곡 언론 뜬금없 독박육아 육아 일본 독박육아 육아 이슈 없다 헛소리 지도층 욕먹 싫다 화 남녀갈등 갈등 해외 돌리 추하	1902
1903	언론 중국 일본 한국 왜곡 같은	1903
1904	웃기 도적놈 노예 일 있다 언론 정치인 바뀌 애낳기	1904
1905	남녀갈등 갈등 조장 사회 언론 탓 인터넷 비교 여혐 도태 인터넷 현생 연애 결혼 사는게 좋은	1905
1906	소수점 이하 출산 국가 중국 일본 언론 물타기 역겹 중국 인구 너무많다 땅 넓 일본 인구 수준 리스크 있다 휴전 분단국가 일본 영토 일부 홋카이도 나라	1906
1907	년 간 고아 수출국 부동 민국 외국 수출 애낳기 언론 정치 쓰레기 본질 외면 저출산 문제 제기	1907
1908	비교 사회 없다 약자 가사노동 없다 치부 사회 성공 사람 뒷바라지 스스로 인식 양극 미래 애낳기 사회 전체 인식 인구 쇠퇴 길 없다 봄 악순환 끊 전체 교육비 입시 위주 비교 없다 선생 매칭 다양 존중 철학 대표 서울대 학연 지연 기득 언론 검찰 정치 산업 등등 점유 권력 정보 재산 비교 자식 젊은세대 물려주 비교 입시 위주 교육비 바꾸 고민 사회 전체 방법 공유 인식 언론 맛 쓸데없 정보 접하 국민 눈 귀 가리 나라	1908
1909	국민 팔 이권 관심 있다 정치 재벌 언론 기득권 헬 조선 만들어야 부자 애낳기 사회 붕괴 부메랑 돌아가 어이없 현실 하위 선제 피해 입 대한민국 호가 위험 기득 사는게 낙하산 메 뛰 일반인 깨 위로 합리 먹고살기 방치	1909
1910	출산 혼자 젊은세대 사람 살아가 고통 사회 문제 사는게 결혼 자식 애낳기 불행 삶 사는게 같은 삶 각자 자식 나 삶 행복 삶 외 언론 많이 사회 만큼 콧대 높은 허영심 같은 눈 높은 경우 혼자 삶 추구 분 있다 같은 이세상 사람 고통 행복 사는게 좋은 가족 도요	1910
1911	저출산 집 폭등 있다 자 사고 해결 자 사회 공헌 기부 세금 서민 집 우울 해결 언론 딴소리 정확 진단	1911
1912	만세 남녀갈등 주장 언론 쓰래 기 덕분 지금 한국 만들어야 우울 밥그릇 만들어야 현상 비교 탓 돌리	1912
1913	재벌 퍼 가져가 나머지 프로 등급 서민 싸우 나라 윗대 가리 처먹 공통점 있다 나라 선봉장 썩 언론 있다 나라	1913
1914	애낳기 이유 젊은세대 희망 주지 정치권력 눈 멀 좌절감 미래 불안감 조성 남녀갈등 편가르 남녀갈등 증오 언론 정치인 때문에 수신료 받는 쳐먹 언론 최소한 양심 중립 지키 부패 권력 비호 외면 권력 입맛 소리 언론 없다 정도 만행 애낳기 애낳기 관심 없다 권력 비교 똥 빨 나중 자리 있다 기회 오 에이	1914
1915	슈카 방송 슈카 방송 다음 날 방송 내용 언론 언론 본질 일 언론 사회 환기 시키 분야 있다 본질 뽑아내 사회 이슈 시키 이제 반대 유튜브 개인 환기 시키 언론 나서 한국 본질 언론 존재 울음 소리 사회 순간 만들어야 누적 결과물 교육비 근본 교육비 개혁 외치 기능 정시 프로 수시 프로 외치 학교 들어가 교육비 시절 보내 나오 성숙 민주주의자 대부분 잠재 파시스트 내재 굴욕감 좌절감 패배감 내면 교육비 시절 졸업 승자 패자 대학 록비 비싸 경제 평등 교육비 목숨걸 자식 교육비 부모 젊은세대 은퇴 준비 부잣집 똑같 시간 효율 극대 확률 운 존재 가난 집 똑같 시간 효율 극대 확률 대학 들어가 대학생 전공 공부 본질 대학 탐구 사유 그렇 세계 학업 열의 있다 시간 투자 같은 세계 학문 노벨상 받는 욕 중국 일본 학문 노벨 있다 정도 언급 교육비 문제 있다 생각 문제 대학생 부채자 학자금 생활비 부채 바 시간 공부 그러 길 못정 경험 외부 사회 관습 억압 받는 니체 낙타 같은 삶 사회 원 사회 고통 헬 조선 조선 이야기 농담 진담 나오 국가 탈 붙이 국가 조선 끌 생각 드 이러 출산 떨어지 대한민국 통찰 공론화 성찰 장 듬 겉 이름 날리 토론 문화 공론 장 그러 발등 불 붙 상황 드 출산 문제 이슈 출산 오 같은 출산 젊은세대 이후 학교 우열반 있다 정도 비교 배우 젊은세대 돈벌기 애낳기 애낳기 나라 기업 셈 많이 물려받 기업 있다 대한민국 본질 경제 사회 이끌 사람 물려받 자체 비판 대한민국 상부 구조 하부 구조 마르크스 상부 하부 구조 최상위 비교 애낳기 낙타 사는게 사자 사는게 사회 이데아 강하 니체 인용 마지막 생각 대한민국 외부 위험 미 중간 갈등 기후 위기 북한 문제 상승 내	1915
1916	사는게 사는게 남녀갈등 정치 심리 불안감 치열 때문에 언론	1916
1917	언론 몫 척	1917
1918	한국 언론 기분 나쁘 인구 감소 저출산 문제 원인 타령 길가 젊은세대 사람 붙잡 정치 언론 당리당략 권력 눈치보 만 사람	1918
1919	나라 저출산 고령 대책 예산 조 약 조 세계 저출산 국 해 에이즈 감염자 웃돌 누적 감염자 남자 여자 감염자 해 항바이러스제 복용 에이즈 감염자 치료비 해 육박 전체 비용 건강 보험 공단 국비 지방비 부담 치료비 별도 에이즈 성병 예방 예산 올해 책정 에이즈 치료비 별도 예방 비용 이상 비교 와중 언론 민주당 동성애 확산 법인 차별 금지법 통과 노력 저출산 해결 열정 가지 성병 바이러스 처치 돈벌기 바치 고통 일 국민 있다 최소한 비용 줄이 노력 국회 일	1919
1920	뉴스 유튜브 나라 비교 나라 실태 취재 원인 해결 법 사회 구성원 고민 만드 언론 몫	1920
1921	시민 의식 어쩌 공격 독신 생활 죽다 존중 결국 언론 돈벌기	1921
1922	멸망 소용돌이 즐겁 대한민국 출산율 해결책 해결 주요 언론 기득 때문에 망하 말든	1922
1923	먹고살기 사는게 기업 언론 합작 임금 물가 따라잡 만드 지금 귀족 노조 만들어야 개돼지 길들이	1923
1924	이유 있다 한국 추가 언론 정치 합작 남녀갈등 갈등 직간접 출산 영향	1924
1925	장담 언론 정부 출산율 결혼 포커스 잡 헛물 켜 소리야 썸 네일 제목 출산 있다 프로 헛소리 지껄이	1925
1926	후반 얘비 훈련 고자 당시 에비 병역의무 훈련 고자 사람 산아 제한 막 애낳기 악마 공무원 시험 아파트 당첨 점 생각 나라 국민 짓 언론 거리 포스트 산아 제한 뜨 산아 제한 공익 광고	1926
1927		1927
1928		1928
1929		1929
1930	혼인 건수 이혼 건수 여자 시절 사랑 키 남친 떠나 키 남자 오 결혼 맛 한국 남자 얼굴 키 작 결혼 마음	1930
1931	일 일론머스크 얼굴 썸 네일 넣 어그 끄	1931
1932	댓글 때문에 애낳기 결심 핑계 좋은 저출산 원인 남녀갈등 의견 애낳기 상관 바 의견 불편 애낳기 결심 놀랍 의견 댓글 얼굴 여자 애낳기 결심 만들어야 사람	1932
1933	얼굴 박살 남자	1933
1934	여자 얼굴	1934
1935	썸 네일 머스크멜론 신빙 아저씨 얼굴 달 루나 코인 믿	1935
1936	분석 여자 지 없다 남자 얼굴 재산 출산 떨어지 근대 이제 그러	1936
1937	얼굴 학벌 소득 수준 인간 관계 분야 평균 결혼 애낳기 짓	1937
1938	리 얼굴 표현 감사 당	1938
1939	얼굴	1939
1940	슬프 슬프 슬프 슬프 슬프 슬프 슬프 애곡 애곡 애곡 애곡 애곡 애곡 애곡 통곡 통곡 통곡 통곡 통곡 통곡 통곡 인류 인류 인류 잊 마시 잊 마시 잊 마시 인류 듣 창조주 말씀 사대 인류 예수 인류 예수 인류 예수 신 지존 아들 자녀 신 지존 아들 자녀 신 지존 아들 자녀 비교 독단 일 독재 폐하 특권 폐하 주종 폐 비교 헐 사회 헐 세계 헐 영원 헐 세계 세계 세계 파괴 흠집 내지 찌 용서 배려 용서 구하 죄 은총 베풀 성령 있다 이루 죄 사하 성령 땅 매 하늘 매이 사랑 하나님 사랑 사랑 하나님 본연 얼굴 이시이 하나님 사람 사랑 받는 인생 사랑 여라 아리랑 아라리 아리랑 고개 고개 영생 한 버리 님 거서 발 뼝 병 나누 응답 만세 약속 비교 꺾 태중 물 나 망각 백지 듣 태초 영원 떨어지 본향 심연 심기 인생 찿 오 선각 선지 성현 말씀 하늘 찿 경 준비 길표 이정표 길 진리 생명 두 근기 찿 오 천상 영원 약속 인생 이름 만 달리 혼돈 피하 하나님 섭리 지혜 총명 질서 니라 곳 무지개 나 만상 유일 영생 하나님 전능 아들 알파 오메가 시작 끝 판단 영원 세계 찬송 만유 창조주 구원자 하나님 영세 만세 반석 뜨인돌	1940
1941	없다 자 자 종이 없다 부모 자식 멸시 받는 나중 병원 비 애낳기 여자 애낳기 명절 얼굴 조상 차리 남자 병역의무 보내 겪 결혼 문제 애낳기 황혼 육아 시작	1941
1942	이상 막 힘 막 방법 없다 나라 려고 부질없 짓 지나가 도로 아기 옷 파 브랜드 나름 코로나 버티 손 없다 매장 아기 얼굴 유교문화 만큼 아기 그때 대한민국 나이 많이 사람 보이	1942
1943	애낳기 이유 값 물가 취업 저임금 대비 강 높은 노동 남녀갈등 남녀갈등 남녀갈등 얘기 남녀갈등 남녀갈등 갈라치 비교 사람 없다 결혼 수준 비교 궁극 돈벌기 결혼 포기 세후 버 직장인 주식 코인 건들 대략 정도 저축 정도 저축 비교 돈벌기 혼자 생활비 편 아침 저녁 일 장보고 요리 쳐먹 시간 없다 배달 떼우 교통비 통신비 인터넷 월세 가스 전기 등등 나머지 돈벌기 내 없다 취미 생활 거지 사는게 집값 전세 결국 반 정도 대출 다음 집값 오르 기대 기성세대 젊은세대 뒤 없다 구조 집값 여자 친구 결혼 맞벌이 어온 끝 나 육아 시간 아비 한참 모자람 일 키우기 얼굴 저녁 가정 행복	1943
1944	얼굴 결혼식 올리 문화 돌리	1944
1945	힘내 아버지 젊은세대 절망 지금 대한민국 만들어야 참고 흙 수저 돌아가 얼굴 기억 나 재혼 사는게 달 찾 조부모 누나 흙 수저 정도 사는게 옛날 생각 상전벽해 수준 말씀 수제 로또 쇠 수저 사실 싫다 정도 가정 형편 비관 부자 증오 주제 인정 느리 조금 쇠 수저 나아가 겨울 방안 얼음 얼 연탄가스 머리 깨지 일 없다 집 소고기 먹고살기 힘내	1945
1946	청순 몸매 좋은 귀엽 얼굴 착하 어리 드라마 나오 로맨스 바라 없다 피차일반 현실 문제 결혼 포기	1946
1947		1947
1948		1948
1949		1949
1950	줄 여자 출산 포기 많이 육아 입장 자식 저출산 문제 나라 선진국 멀 직장 문화 사회 대한민국 대통령 애낳기 푸하	1950
1951	문화 종교 비교 보이 중시 결혼 고통 결혼 가르치 애낳기	1951
1952	바뀌 계속 분 상황 결과 문화 정책 외 바뀌 많이 대통령 산책 시키 영화 숙제 미루	1952
1953	유교문화 국가 교육비 나가 동북 전반 애낳기 키우기 한국 비교 문화	1953
1954	댓글 문제 결과 육아 육아휴직 비교 이익주 문화 근본 임산부 출산 경력단절 사내 왕따 확정 임금 줄다 고통 취업 회사 짤리 고통 줄어드 애낳기 애낳기 일 겪	1954
1955	정보 확산 유교문화 가족주의 문화 개인주의 가치관 바뀌 기성세대 젊은세대 마냥 행복 결혼 생활 이상 로망 같은	1955
1956	한중일 공통점 유교문화 문화 점 급속 경제 성장 유교문화 잔재 청산 발전 점 발전 때문에 일본 성장 극복 건설업 많이 예산 쏟아부 젊은세대 층 육체 노동 기피 한국 이후 조선족 동남아 유입 중국 교육비 수준 높은 육체 노동 기피 좋은 직업 원하 나라 마찬가지 미국 영화 교수 대학 경비원 비교 교수 의시 댐 급속 경제 성장 의식 수준 성장 그러 한국 아파트 배달원 갑 얼마 아파트 베 원 같은 놈 옛날 쌍놈 폭행 사건 있다 유교문화 잔재 청산 로마 유교문화 공화정 있다 집권자 빈민 편 원로원 암살 기독교 근본 사상 인간 평등 한국 현대 개고기 먹고살기 설득 우울 문화 자본주의 밀려들 문제점 해결	1956
1957	나라 규제 내비두 직장인 키우기 힘 듬 남편 육아 참여 시간 늘리 야근 문화 회식 문화 규제 막	1957
1958	교육비 없다 아들 다니 교육비 비 교육비 다니 없다 노릇 키우기 고통 애낳기 교육비 문화 없다 육아 부담 줄다	1958
1959	애낳기 애낳기 국가 해외 원 나잇 나라 위자료 받는 문화 나라 애낳기 결혼 문화	1959
1960	곡보 우울 우울 우울 언급 동아시아 공통점 허영 허세 자식 비싸 키우기 문화 비교 비교 문화 탓 아동 폭력 막 궁리 부모 역할 고통 만드 이상 정책 결과	1960
1961	남자 경제 기대 문화 한몫	1961
1962	나라 중산 사회 기준 이유 유럽 미주 중산 기준 비교 대부분 물질 서구 나라 물질 위주 경제 성장 세계 유일 지원 받는 국가 지원 국가 문화 지체 현상	1962
1963	나라 서양 동거 문화 만들어야 재산 분할 같은 있다 결혼 이혼 없애 출산 올리 극소량 템	1963
1964	대학교 문화 저출산 생각	1964
1965	댓글 경제 문화 얘기 여자 직접 언급 없다 이러 애낳기 외면	1965
1966	이상 소리 전체주의 소설 사회 수준 전반 올라가 사회 구성원 기본 내용 많이 수준 집 가격 나오 비교 비교 비교 비교 의식 없다 지방 썩 빌라 전월세 집 낫 생각 시민 의식 과거 높은 영유 문화 수준 급 주택 수준 따라가 젊은세대 공정 합리 생각 영향 받는 부분 집 투자 생각 낡 빠지 썩 관점 시세 있다 집 생각 거금 들이 수준 집 생각 곳 싫다	1966
1967	한국 독일 곳 직장 생활 사는게 한국 출산 없다 이유 복합 이유 작용 육아 비용 작용 같은 독일 애낳기 비용 병원 진료비 무료 희생 킨더 겔 트 직접 금전 지원 세금 혜택 있다 학비 대학원 전액 무료 사교육 있다 나라 치열 부분 직장 문화 임산부 회사 해당 사실 통지 날 법 보호 받는 있다 몸 좋은 병가 있다 업무 병원 비교 사람 없다 근무 시간 유연제 실시 때문에 볼일 있다 아침 늦 출근 오후 퇴근 근무 시간 날 일 육아 육아휴직 간 유급 무급 한국 출산 높이 입시 문제 해결 사교육비 있다 직장 문화 바꾸 부담 병가 육아 육아휴직 사용 있다 같은 제도 마련 문화 뒷받침 소용 없다 유연근 무제 시행 출근 해고 퇴근 직장 상사 제도 사용 없다 때문에 겪 눈 보이 해결 방안 찾 같은	1967
1968	한때 남초 우울 지주 조던 피터슨 한국 상황 어머니 숭배 문화 멸망 밖 없다 여자 많이 병역의무 발언 이후 잠 잠	1968
1969	가지 분석 아시아 내리 기존 사회 지탱 출산 결혼 개체 조절 가부장 유교문화 문화 박살 이유 이유 때문에 분업 시스템 박살 난거지 남자 여자 부모 점지 상대 만나 결혼 마누 집 남자 부모 케어 시스템 나가 노후 분업 시스템 집 명의 이상 출산 잡소리 듣 여자 입장 상황 이렇 남자 입장 이상 결혼 메리트 없다 방송 여자 애기 죽이 일 남편 탓 여자 바람 일 남편 비교 행위 소위 여성학자 정신병자 떠들 대가리 결혼 결혼 자체 여자 남자 섹스 튀 이상 삶 결혼 어머니 있다 결혼 어머니 사람 없다 마누라 있다 여자 부모 모시 사는게 사는게	1969
1970	고통 출산 꼴 문화 전세 뿌리 하얗 태우 사라지 대한민국	1970
1971	저출산 고학력 초 고령 생명 경시 문화	1971
1972	한국 소멸 좋은 한국 사회 볼일 없다 한국 남자 동남아 조선족 여자 결혼 애낳기 나라 희망 있다 결혼 싫다 애낳기 고소득 한국 여자 정자은행 애낳기 사람 많이 법 금지 풀 일본 가능 배 발해 지배 한국인 피지배층 문화 가정 한국인 전부 지배 과정 다수 한국인 문화 가정 결국 밀려나 역차별 받는 사회 문제 끊임없	1972
1973	애낳기 문화 채우 웃 양키	1973
1974	출산 난리 가지 분 데리 만 곳 없다 어린이집 유치원 비교 빡세 좋은 곳 자리 없다 어린이집 사건 사고 터지 어린이 학대 문제 생기 시스템 개선 부분 문화 생활 없다 혜택 출산 없다 없다 산부인과 조리 원 자리 없다 비싸 대한민국 부모 학구열 어린이집 유치원 괜찮 평 있다 곳 자리 없다 스트레스 받는 없다 데리 많이 비교 치열 만 없다	1974
1975	유럽 출산 바닥 북아프리카 이민자 유럽 출산 방어 인구 돌아가 사회 구조 만들어야 후세 나 선택 인위 문화 문화 사람 바야 새 갈등 구조 양산 개미 없다 여왕벌 역사 인구 변동 사이클 타	1975
1976	출산 줄다 없다 애낳기 없다 부모 조부모 집값 우울 애낳기 시절 집 소리 순간 머리 핑 돌 중요 가족 의미 부족 가족 생활 문화 사라지 수도권집중 지역 사람 몰리 몰리 좁 공간 사는게 사는게 가족 단위 생활 없다 가족 의미 돈벌기 수도권집중 사는게 집값 비교 밖 없다 사는게 밖 없다 상황 분산 경기도 수도권집중 똑같 수도권집중 정도 낙후 지역 예산 투입 도로 좁 죽다 공사 차선 도로 차선 만드 국비 지원 사업 중소기업 지원 경우 있다 대부분 돈벌기 무지 대학 사람 일거리 밖 대학 놈 어쩌 무지 대학 성과 나오 돈벌기 공기업 만들어야 지방 지방 일거리 만들어야 이야기 국가 농사 지 농사 지원 집값 수도권집중 지방 사는게 사는게 좋은 나라 만들어야 이야기 부족 이해 플 환영	1976
1977	나라 노동자 꼴 빨아먹 기업 중소 회사 사회 문화 자리 잡 먹고살기 사는게 고통 집값 다음 문제 수도권집중 인구 밀도 수도권집중 비교 치열 사는게 고통 미래 우울 먹고살기 사는게	1977
1978	문화 가정 애낳기	1978
1979	동양 문화 자체 뭉치 경계 사회 핵가족 산업 발전 갈라지 외부 경계심 높은 문화 결혼 출산 시스템 완성	1979
